Date,Chemical,Crop,Rate,Chemical
7/27/1999,2.32E-03,Grapes,Section Level Rate,Chlorpyrifos
7/28/1999,2.07E-04,Grapes,Section Level Rate,Chlorpyrifos
7/29/1999,1.52E-04,Grapes,Section Level Rate,Chlorpyrifos
7/30/1999,1.48E-04,Grapes,Section Level Rate,Chlorpyrifos
7/31/1999,1.45E-04,Grapes,Section Level Rate,Chlorpyrifos
8/1/1999,1.42E-04,Grapes,Section Level Rate,Chlorpyrifos
8/2/1999,9.15E-04,Grapes,Section Level Rate,Chlorpyrifos
8/3/1999,1.56E-04,Grapes,Section Level Rate,Chlorpyrifos
8/4/1999,1.35E-04,Grapes,Section Level Rate,Chlorpyrifos
8/5/1999,1.31E-04,Grapes,Section Level Rate,Chlorpyrifos
8/6/1999,1.83E-03,Grapes,Section Level Rate,Chlorpyrifos
8/7/1999,1.69E-04,Grapes,Section Level Rate,Chlorpyrifos
8/8/1999,1.25E-04,Grapes,Section Level Rate,Chlorpyrifos
8/9/1999,1.22E-04,Grapes,Section Level Rate,Chlorpyrifos
8/10/1999,2.34E-03,Grapes,Section Level Rate,Chlorpyrifos
8/11/1999,1.73E-04,Grapes,Section Level Rate,Chlorpyrifos
8/12/1999,1.17E-04,Grapes,Section Level Rate,Chlorpyrifos
8/13/1999,1.13E-04,Grapes,Section Level Rate,Chlorpyrifos
8/14/1999,1.11E-04,Grapes,Section Level Rate,Chlorpyrifos
8/15/1999,5.91E-03,Grapes,Section Level Rate,Chlorpyrifos
8/16/1999,2.50E-04,Grapes,Section Level Rate,Chlorpyrifos
8/17/1999,1.10E-04,Grapes,Section Level Rate,Chlorpyrifos
8/18/1999,1.04E-04,Grapes,Section Level Rate,Chlorpyrifos
8/19/1999,1.02E-04,Grapes,Section Level Rate,Chlorpyrifos
8/20/1999,1.00E-04,Grapes,Section Level Rate,Chlorpyrifos
8/21/1999,9.83E-05,Grapes,Section Level Rate,Chlorpyrifos
8/22/1999,9.64E-05,Grapes,Section Level Rate,Chlorpyrifos
8/23/1999,9.46E-05,Grapes,Section Level Rate,Chlorpyrifos
8/24/1999,9.27E-05,Grapes,Section Level Rate,Chlorpyrifos
8/25/1999,9.09E-05,Grapes,Section Level Rate,Chlorpyrifos
8/26/1999,8.92E-05,Grapes,Section Level Rate,Chlorpyrifos
8/27/1999,3.89E-03,Grapes,Section Level Rate,Chlorpyrifos
8/28/1999,1.80E-04,Grapes,Section Level Rate,Chlorpyrifos
8/29/1999,8.75E-05,Grapes,Section Level Rate,Chlorpyrifos
8/30/1999,8.36E-05,Grapes,Section Level Rate,Chlorpyrifos
8/31/1999,8.20E-05,Grapes,Section Level Rate,Chlorpyrifos
9/1/1999,8.04E-05,Grapes,Section Level Rate,Chlorpyrifos
9/2/1999,7.89E-05,Grapes,Section Level Rate,Chlorpyrifos
9/3/1999,7.73E-05,Grapes,Section Level Rate,Chlorpyrifos
9/4/1999,7.59E-05,Grapes,Section Level Rate,Chlorpyrifos
9/5/1999,7.44E-05,Grapes,Section Level Rate,Chlorpyrifos
9/6/1999,7.29E-05,Grapes,Section Level Rate,Chlorpyrifos
9/7/1999,7.15E-05,Grapes,Section Level Rate,Chlorpyrifos
9/8/1999,3.37E-04,Grapes,Section Level Rate,Chlorpyrifos
9/9/1999,7.54E-05,Grapes,Section Level Rate,Chlorpyrifos
9/10/1999,6.77E-05,Grapes,Section Level Rate,Chlorpyrifos
9/11/1999,6.62E-05,Grapes,Section Level Rate,Chlorpyrifos
9/12/1999,6.50E-05,Grapes,Section Level Rate,Chlorpyrifos
9/13/1999,6.37E-05,Grapes,Section Level Rate,Chlorpyrifos
9/14/1999,6.25E-05,Grapes,Section Level Rate,Chlorpyrifos
9/15/1999,6.13E-05,Grapes,Section Level Rate,Chlorpyrifos
9/16/1999,6.01E-05,Grapes,Section Level Rate,Chlorpyrifos
9/17/1999,4.49E+01,Grapes,Section Level Rate,Chlorpyrifos
9/18/1999,1.88E-01,Grapes,Section Level Rate,Chlorpyrifos
9/19/1999,1.86E-02,Grapes,Section Level Rate,Chlorpyrifos
9/20/1999,1.42E-02,Grapes,Section Level Rate,Chlorpyrifos
9/21/1999,1.38E-02,Grapes,Section Level Rate,Chlorpyrifos
9/22/1999,1.35E-02,Grapes,Section Level Rate,Chlorpyrifos
9/23/1999,1.33E-02,Grapes,Section Level Rate,Chlorpyrifos
9/24/1999,1.30E-02,Grapes,Section Level Rate,Chlorpyrifos
9/25/1999,1.28E-02,Grapes,Section Level Rate,Chlorpyrifos
9/26/1999,1.25E-02,Grapes,Section Level Rate,Chlorpyrifos
9/27/1999,1.23E-02,Grapes,Section Level Rate,Chlorpyrifos
9/28/1999,1.21E-02,Grapes,Section Level Rate,Chlorpyrifos
9/29/1999,1.18E-02,Grapes,Section Level Rate,Chlorpyrifos
9/30/1999,1.04E+00,Grapes,Section Level Rate,Chlorpyrifos
10/1/1999,3.63E-02,Grapes,Section Level Rate,Chlorpyrifos
10/2/1999,1.21E-02,Grapes,Section Level Rate,Chlorpyrifos
10/3/1999,1.13E-02,Grapes,Section Level Rate,Chlorpyrifos
10/4/1999,6.77E-02,Grapes,Section Level Rate,Chlorpyrifos
10/5/1999,1.75E-01,Grapes,Section Level Rate,Chlorpyrifos
10/6/1999,1.48E-02,Grapes,Section Level Rate,Chlorpyrifos
10/7/1999,1.06E-02,Grapes,Section Level Rate,Chlorpyrifos
10/8/1999,1.03E-02,Grapes,Section Level Rate,Chlorpyrifos
10/9/1999,2.46E-02,Grapes,Section Level Rate,Chlorpyrifos
10/10/1999,1.03E-02,Grapes,Section Level Rate,Chlorpyrifos
10/11/1999,5.07E-01,Grapes,Section Level Rate,Chlorpyrifos
10/12/1999,2.18E-02,Grapes,Section Level Rate,Chlorpyrifos
10/13/1999,9.87E-03,Grapes,Section Level Rate,Chlorpyrifos
10/14/1999,1.89E-02,Grapes,Section Level Rate,Chlorpyrifos
10/15/1999,9.46E-03,Grapes,Section Level Rate,Chlorpyrifos
10/16/1999,9.07E-03,Grapes,Section Level Rate,Chlorpyrifos
10/17/1999,8.90E-03,Grapes,Section Level Rate,Chlorpyrifos
10/18/1999,8.73E-03,Grapes,Section Level Rate,Chlorpyrifos
10/19/1999,8.57E-03,Grapes,Section Level Rate,Chlorpyrifos
10/20/1999,8.42E-03,Grapes,Section Level Rate,Chlorpyrifos
10/21/1999,8.26E-03,Grapes,Section Level Rate,Chlorpyrifos
10/22/1999,8.11E-03,Grapes,Section Level Rate,Chlorpyrifos
10/23/1999,3.82E-02,Grapes,Section Level Rate,Chlorpyrifos
10/24/1999,8.58E-03,Grapes,Section Level Rate,Chlorpyrifos
10/25/1999,7.71E-03,Grapes,Section Level Rate,Chlorpyrifos
10/26/1999,7.55E-03,Grapes,Section Level Rate,Chlorpyrifos
10/27/1999,7.41E-03,Grapes,Section Level Rate,Chlorpyrifos
10/28/1999,7.28E-03,Grapes,Section Level Rate,Chlorpyrifos
10/29/1999,7.15E-03,Grapes,Section Level Rate,Chlorpyrifos
10/30/1999,7.02E-03,Grapes,Section Level Rate,Chlorpyrifos
10/31/1999,6.89E-03,Grapes,Section Level Rate,Chlorpyrifos
11/1/1999,6.77E-03,Grapes,Section Level Rate,Chlorpyrifos
11/2/1999,6.65E-03,Grapes,Section Level Rate,Chlorpyrifos
11/3/1999,8.39E-01,Grapes,Section Level Rate,Chlorpyrifos
11/4/1999,2.65E-02,Grapes,Section Level Rate,Chlorpyrifos
11/5/1999,7.03E-03,Grapes,Section Level Rate,Chlorpyrifos
11/6/1999,6.43E-03,Grapes,Section Level Rate,Chlorpyrifos
11/7/1999,6.31E-03,Grapes,Section Level Rate,Chlorpyrifos
11/8/1999,6.19E-03,Grapes,Section Level Rate,Chlorpyrifos
11/9/1999,6.08E-03,Grapes,Section Level Rate,Chlorpyrifos
11/10/1999,5.97E-03,Grapes,Section Level Rate,Chlorpyrifos
11/11/1999,5.87E-03,Grapes,Section Level Rate,Chlorpyrifos
11/12/1999,5.76E-03,Grapes,Section Level Rate,Chlorpyrifos
11/13/1999,5.66E-03,Grapes,Section Level Rate,Chlorpyrifos
11/14/1999,5.56E-03,Grapes,Section Level Rate,Chlorpyrifos
11/15/1999,5.46E-03,Grapes,Section Level Rate,Chlorpyrifos
11/16/1999,5.36E-03,Grapes,Section Level Rate,Chlorpyrifos
11/17/1999,5.27E-03,Grapes,Section Level Rate,Chlorpyrifos
11/18/1999,5.17E-03,Grapes,Section Level Rate,Chlorpyrifos
11/19/1999,5.08E-03,Grapes,Section Level Rate,Chlorpyrifos
11/20/1999,4.99E-03,Grapes,Section Level Rate,Chlorpyrifos
11/21/1999,4.90E-03,Grapes,Section Level Rate,Chlorpyrifos
11/22/1999,4.81E-03,Grapes,Section Level Rate,Chlorpyrifos
11/23/1999,4.73E-03,Grapes,Section Level Rate,Chlorpyrifos
11/24/1999,4.64E-03,Grapes,Section Level Rate,Chlorpyrifos
11/25/1999,4.56E-03,Grapes,Section Level Rate,Chlorpyrifos
11/26/1999,4.48E-03,Grapes,Section Level Rate,Chlorpyrifos
11/27/1999,3.82E+00,Grapes,Section Level Rate,Chlorpyrifos
11/28/1999,8.01E-02,Grapes,Section Level Rate,Chlorpyrifos
11/29/1999,7.21E-03,Grapes,Section Level Rate,Chlorpyrifos
11/30/1999,5.30E-03,Grapes,Section Level Rate,Chlorpyrifos
12/1/1999,5.16E-03,Grapes,Section Level Rate,Chlorpyrifos
12/2/1999,5.07E-03,Grapes,Section Level Rate,Chlorpyrifos
12/3/1999,4.98E-03,Grapes,Section Level Rate,Chlorpyrifos
12/4/1999,4.89E-03,Grapes,Section Level Rate,Chlorpyrifos
12/5/1999,4.81E-03,Grapes,Section Level Rate,Chlorpyrifos
12/6/1999,4.72E-03,Grapes,Section Level Rate,Chlorpyrifos
12/7/1999,4.64E-03,Grapes,Section Level Rate,Chlorpyrifos
12/8/1999,4.56E-03,Grapes,Section Level Rate,Chlorpyrifos
12/9/1999,4.48E-03,Grapes,Section Level Rate,Chlorpyrifos
12/10/1999,4.40E-03,Grapes,Section Level Rate,Chlorpyrifos
12/11/1999,4.32E-03,Grapes,Section Level Rate,Chlorpyrifos
12/12/1999,4.24E-03,Grapes,Section Level Rate,Chlorpyrifos
12/13/1999,4.17E-03,Grapes,Section Level Rate,Chlorpyrifos
12/14/1999,4.10E-03,Grapes,Section Level Rate,Chlorpyrifos
12/15/1999,4.11E-01,Grapes,Section Level Rate,Chlorpyrifos
12/16/1999,1.39E-02,Grapes,Section Level Rate,Chlorpyrifos
12/17/1999,4.25E-03,Grapes,Section Level Rate,Chlorpyrifos
12/18/1999,3.94E-03,Grapes,Section Level Rate,Chlorpyrifos
12/19/1999,3.86E-03,Grapes,Section Level Rate,Chlorpyrifos
12/20/1999,3.79E-03,Grapes,Section Level Rate,Chlorpyrifos
12/21/1999,8.49E-02,Grapes,Section Level Rate,Chlorpyrifos
12/22/1999,5.69E-03,Grapes,Section Level Rate,Chlorpyrifos
12/23/1999,3.67E-03,Grapes,Section Level Rate,Chlorpyrifos
12/24/1999,3.56E-03,Grapes,Section Level Rate,Chlorpyrifos
12/25/1999,3.50E-03,Grapes,Section Level Rate,Chlorpyrifos
12/26/1999,3.44E-03,Grapes,Section Level Rate,Chlorpyrifos
12/27/1999,3.38E-03,Grapes,Section Level Rate,Chlorpyrifos
12/28/1999,3.32E-03,Grapes,Section Level Rate,Chlorpyrifos
12/29/1999,3.26E-03,Grapes,Section Level Rate,Chlorpyrifos
12/30/1999,3.20E-03,Grapes,Section Level Rate,Chlorpyrifos
12/31/1999,3.15E-03,Grapes,Section Level Rate,Chlorpyrifos
1/1/2000,3.09E-03,Grapes,Section Level Rate,Chlorpyrifos
1/2/2000,3.04E-03,Grapes,Section Level Rate,Chlorpyrifos
1/3/2000,2.99E-03,Grapes,Section Level Rate,Chlorpyrifos
1/4/2000,2.93E-03,Grapes,Section Level Rate,Chlorpyrifos
1/5/2000,2.89E-03,Grapes,Section Level Rate,Chlorpyrifos
1/6/2000,2.83E-03,Grapes,Section Level Rate,Chlorpyrifos
1/7/2000,2.78E-03,Grapes,Section Level Rate,Chlorpyrifos
1/8/2000,2.74E-03,Grapes,Section Level Rate,Chlorpyrifos
1/9/2000,2.69E-03,Grapes,Section Level Rate,Chlorpyrifos
1/10/2000,2.64E-03,Grapes,Section Level Rate,Chlorpyrifos
1/11/2000,3.42E-01,Grapes,Section Level Rate,Chlorpyrifos
1/12/2000,1.08E-02,Grapes,Section Level Rate,Chlorpyrifos
1/13/2000,2.81E-03,Grapes,Section Level Rate,Chlorpyrifos
1/14/2000,6.74E-03,Grapes,Section Level Rate,Chlorpyrifos
1/15/2000,2.62E-03,Grapes,Section Level Rate,Chlorpyrifos
1/16/2000,2.47E-03,Grapes,Section Level Rate,Chlorpyrifos
1/17/2000,2.43E-03,Grapes,Section Level Rate,Chlorpyrifos
1/18/2000,2.39E-03,Grapes,Section Level Rate,Chlorpyrifos
1/19/2000,2.35E-03,Grapes,Section Level Rate,Chlorpyrifos
1/20/2000,2.31E-03,Grapes,Section Level Rate,Chlorpyrifos
1/21/2000,2.27E-03,Grapes,Section Level Rate,Chlorpyrifos
1/22/2000,2.23E-03,Grapes,Section Level Rate,Chlorpyrifos
1/23/2000,2.19E-03,Grapes,Section Level Rate,Chlorpyrifos
1/24/2000,2.15E-03,Grapes,Section Level Rate,Chlorpyrifos
1/25/2000,2.11E-03,Grapes,Section Level Rate,Chlorpyrifos
1/26/2000,5.11E-01,Grapes,Section Level Rate,Chlorpyrifos
1/27/2000,1.42E-02,Grapes,Section Level Rate,Chlorpyrifos
1/28/2000,2.45E-03,Grapes,Section Level Rate,Chlorpyrifos
1/29/2000,2.12E-03,Grapes,Section Level Rate,Chlorpyrifos
1/30/2000,2.08E-03,Grapes,Section Level Rate,Chlorpyrifos
1/31/2000,1.33E+00,Grapes,Section Level Rate,Chlorpyrifos
2/1/2000,3.08E-02,Grapes,Section Level Rate,Chlorpyrifos
2/2/2000,3.07E-03,Grapes,Section Level Rate,Chlorpyrifos
2/3/2000,2.34E-03,Grapes,Section Level Rate,Chlorpyrifos
2/4/2000,2.28E-03,Grapes,Section Level Rate,Chlorpyrifos
2/5/2000,2.24E-03,Grapes,Section Level Rate,Chlorpyrifos
2/6/2000,2.20E-03,Grapes,Section Level Rate,Chlorpyrifos
2/7/2000,2.16E-03,Grapes,Section Level Rate,Chlorpyrifos
2/8/2000,2.13E-03,Grapes,Section Level Rate,Chlorpyrifos
2/9/2000,2.09E-03,Grapes,Section Level Rate,Chlorpyrifos
2/10/2000,2.05E-03,Grapes,Section Level Rate,Chlorpyrifos
2/11/2000,2.02E-03,Grapes,Section Level Rate,Chlorpyrifos
2/12/2000,1.98E-03,Grapes,Section Level Rate,Chlorpyrifos
2/13/2000,1.95E-03,Grapes,Section Level Rate,Chlorpyrifos
2/14/2000,2.12E-01,Grapes,Section Level Rate,Chlorpyrifos
2/15/2000,6.28E-02,Grapes,Section Level Rate,Chlorpyrifos
2/16/2000,3.43E-03,Grapes,Section Level Rate,Chlorpyrifos
2/17/2000,1.93E-03,Grapes,Section Level Rate,Chlorpyrifos
2/18/2000,1.86E-03,Grapes,Section Level Rate,Chlorpyrifos
2/19/2000,1.02E-01,Grapes,Section Level Rate,Chlorpyrifos
2/20/2000,4.29E-03,Grapes,Section Level Rate,Chlorpyrifos
2/21/2000,1.86E-03,Grapes,Section Level Rate,Chlorpyrifos
2/22/2000,1.77E-03,Grapes,Section Level Rate,Chlorpyrifos
2/23/2000,1.74E-03,Grapes,Section Level Rate,Chlorpyrifos
2/24/2000,1.71E-03,Grapes,Section Level Rate,Chlorpyrifos
2/25/2000,1.68E-03,Grapes,Section Level Rate,Chlorpyrifos
2/26/2000,1.65E-02,Grapes,Section Level Rate,Chlorpyrifos
2/27/2000,1.99E-03,Grapes,Section Level Rate,Chlorpyrifos
2/28/2000,4.20E-02,Grapes,Section Level Rate,Chlorpyrifos
2/29/2000,2.58E-03,Grapes,Section Level Rate,Chlorpyrifos
3/1/2000,1.58E-03,Grapes,Section Level Rate,Chlorpyrifos
3/2/2000,1.53E-03,Grapes,Section Level Rate,Chlorpyrifos
3/3/2000,1.50E-03,Grapes,Section Level Rate,Chlorpyrifos
3/4/2000,1.47E-03,Grapes,Section Level Rate,Chlorpyrifos
3/5/2000,1.45E-03,Grapes,Section Level Rate,Chlorpyrifos
3/6/2000,1.42E-03,Grapes,Section Level Rate,Chlorpyrifos
3/7/2000,1.40E-03,Grapes,Section Level Rate,Chlorpyrifos
3/8/2000,1.37E-03,Grapes,Section Level Rate,Chlorpyrifos
3/9/2000,1.35E-03,Grapes,Section Level Rate,Chlorpyrifos
3/10/2000,1.33E-03,Grapes,Section Level Rate,Chlorpyrifos
3/11/2000,1.30E-03,Grapes,Section Level Rate,Chlorpyrifos
3/12/2000,6.24E-01,Grapes,Section Level Rate,Chlorpyrifos
3/13/2000,1.52E-02,Grapes,Section Level Rate,Chlorpyrifos
3/14/2000,1.76E-03,Grapes,Section Level Rate,Chlorpyrifos
3/15/2000,1.40E-03,Grapes,Section Level Rate,Chlorpyrifos
3/16/2000,1.37E-03,Grapes,Section Level Rate,Chlorpyrifos
3/17/2000,1.39E-01,Grapes,Section Level Rate,Chlorpyrifos
3/18/2000,4.67E-03,Grapes,Section Level Rate,Chlorpyrifos
3/19/2000,1.42E-03,Grapes,Section Level Rate,Chlorpyrifos
3/20/2000,1.31E-03,Grapes,Section Level Rate,Chlorpyrifos
3/21/2000,1.29E-03,Grapes,Section Level Rate,Chlorpyrifos
3/22/2000,1.27E-03,Grapes,Section Level Rate,Chlorpyrifos
3/23/2000,1.24E-03,Grapes,Section Level Rate,Chlorpyrifos
3/24/2000,1.22E-03,Grapes,Section Level Rate,Chlorpyrifos
3/25/2000,1.20E-03,Grapes,Section Level Rate,Chlorpyrifos
3/26/2000,1.18E-03,Grapes,Section Level Rate,Chlorpyrifos
3/27/2000,1.16E-03,Grapes,Section Level Rate,Chlorpyrifos
3/28/2000,1.77E-01,Grapes,Section Level Rate,Chlorpyrifos
3/29/2000,5.36E-03,Grapes,Section Level Rate,Chlorpyrifos
3/30/2000,1.25E-03,Grapes,Section Level Rate,Chlorpyrifos
3/31/2000,1.13E-03,Grapes,Section Level Rate,Chlorpyrifos
4/1/2000,1.11E-03,Grapes,Section Level Rate,Chlorpyrifos
4/2/2000,1.09E-03,Grapes,Section Level Rate,Chlorpyrifos
4/3/2000,1.07E-03,Grapes,Section Level Rate,Chlorpyrifos
4/4/2000,3.50E-02,Grapes,Section Level Rate,Chlorpyrifos
4/5/2000,1.88E-03,Grapes,Section Level Rate,Chlorpyrifos
4/6/2000,1.05E-03,Grapes,Section Level Rate,Chlorpyrifos
4/7/2000,1.01E-03,Grapes,Section Level Rate,Chlorpyrifos
4/8/2000,9.89E-04,Grapes,Section Level Rate,Chlorpyrifos
4/9/2000,3.85E-02,Grapes,Section Level Rate,Chlorpyrifos
4/10/2000,1.89E-03,Grapes,Section Level Rate,Chlorpyrifos
4/11/2000,9.72E-04,Grapes,Section Level Rate,Chlorpyrifos
4/12/2000,9.33E-04,Grapes,Section Level Rate,Chlorpyrifos
4/13/2000,9.16E-04,Grapes,Section Level Rate,Chlorpyrifos
4/14/2000,9.00E-04,Grapes,Section Level Rate,Chlorpyrifos
4/15/2000,8.84E-04,Grapes,Section Level Rate,Chlorpyrifos
4/16/2000,8.68E-04,Grapes,Section Level Rate,Chlorpyrifos
4/17/2000,8.53E-04,Grapes,Section Level Rate,Chlorpyrifos
4/18/2000,1.12E-01,Grapes,Section Level Rate,Chlorpyrifos
4/19/2000,3.52E-03,Grapes,Section Level Rate,Chlorpyrifos
4/20/2000,9.06E-04,Grapes,Section Level Rate,Chlorpyrifos
4/21/2000,8.27E-04,Grapes,Section Level Rate,Chlorpyrifos
4/22/2000,1.52E-01,Grapes,Section Level Rate,Chlorpyrifos
4/23/2000,4.41E-03,Grapes,Section Level Rate,Chlorpyrifos
4/24/2000,9.14E-04,Grapes,Section Level Rate,Chlorpyrifos
4/25/2000,8.13E-04,Grapes,Section Level Rate,Chlorpyrifos
4/26/2000,7.97E-04,Grapes,Section Level Rate,Chlorpyrifos
4/27/2000,7.82E-04,Grapes,Section Level Rate,Chlorpyrifos
4/28/2000,7.68E-04,Grapes,Section Level Rate,Chlorpyrifos
4/29/2000,7.55E-04,Grapes,Section Level Rate,Chlorpyrifos
4/30/2000,7.41E-04,Grapes,Section Level Rate,Chlorpyrifos
5/1/2000,7.28E-04,Grapes,Section Level Rate,Chlorpyrifos
5/2/2000,7.15E-04,Grapes,Section Level Rate,Chlorpyrifos
5/3/2000,7.03E-04,Grapes,Section Level Rate,Chlorpyrifos
5/4/2000,6.90E-04,Grapes,Section Level Rate,Chlorpyrifos
5/5/2000,6.78E-04,Grapes,Section Level Rate,Chlorpyrifos
5/6/2000,6.66E-04,Grapes,Section Level Rate,Chlorpyrifos
5/7/2000,6.54E-04,Grapes,Section Level Rate,Chlorpyrifos
5/8/2000,6.42E-04,Grapes,Section Level Rate,Chlorpyrifos
5/9/2000,6.31E-04,Grapes,Section Level Rate,Chlorpyrifos
5/10/2000,5.62E-02,Grapes,Section Level Rate,Chlorpyrifos
5/11/2000,3.23E-02,Grapes,Section Level Rate,Chlorpyrifos
5/12/2000,1.40E-03,Grapes,Section Level Rate,Chlorpyrifos
5/13/2000,2.27E-02,Grapes,Section Level Rate,Chlorpyrifos
5/14/2000,5.08E-03,Grapes,Section Level Rate,Chlorpyrifos
5/15/2000,7.07E-04,Grapes,Section Level Rate,Chlorpyrifos
5/16/2000,5.88E-04,Grapes,Section Level Rate,Chlorpyrifos
5/17/2000,5.75E-04,Grapes,Section Level Rate,Chlorpyrifos
5/18/2000,5.65E-04,Grapes,Section Level Rate,Chlorpyrifos
5/19/2000,4.45E-03,Grapes,Section Level Rate,Chlorpyrifos
5/20/2000,4.91E-02,Grapes,Section Level Rate,Chlorpyrifos
5/21/2000,1.72E-03,Grapes,Section Level Rate,Chlorpyrifos
5/22/2000,5.69E-04,Grapes,Section Level Rate,Chlorpyrifos
5/23/2000,4.69E-03,Grapes,Section Level Rate,Chlorpyrifos
5/24/2000,7.12E-02,Grapes,Section Level Rate,Chlorpyrifos
5/25/2000,2.20E-03,Grapes,Section Level Rate,Chlorpyrifos
5/26/2000,5.64E-04,Grapes,Section Level Rate,Chlorpyrifos
5/27/2000,5.14E-04,Grapes,Section Level Rate,Chlorpyrifos
5/28/2000,5.04E-04,Grapes,Section Level Rate,Chlorpyrifos
5/29/2000,4.94E-04,Grapes,Section Level Rate,Chlorpyrifos
5/30/2000,4.85E-04,Grapes,Section Level Rate,Chlorpyrifos
5/31/2000,4.76E-04,Grapes,Section Level Rate,Chlorpyrifos
6/1/2000,4.68E-04,Grapes,Section Level Rate,Chlorpyrifos
6/2/2000,4.59E-04,Grapes,Section Level Rate,Chlorpyrifos
6/3/2000,4.50E-04,Grapes,Section Level Rate,Chlorpyrifos
6/4/2000,4.42E-04,Grapes,Section Level Rate,Chlorpyrifos
6/5/2000,4.34E-04,Grapes,Section Level Rate,Chlorpyrifos
6/6/2000,2.27E-03,Grapes,Section Level Rate,Chlorpyrifos
6/7/2000,4.71E-01,Grapes,Section Level Rate,Chlorpyrifos
6/8/2000,8.16E-03,Grapes,Section Level Rate,Chlorpyrifos
6/9/2000,7.26E-04,Grapes,Section Level Rate,Chlorpyrifos
6/10/2000,5.32E-04,Grapes,Section Level Rate,Chlorpyrifos
6/11/2000,5.18E-04,Grapes,Section Level Rate,Chlorpyrifos
6/12/2000,3.27E-02,Grapes,Section Level Rate,Chlorpyrifos
6/13/2000,1.28E-03,Grapes,Section Level Rate,Chlorpyrifos
6/14/2000,5.17E-04,Grapes,Section Level Rate,Chlorpyrifos
6/15/2000,4.90E-04,Grapes,Section Level Rate,Chlorpyrifos
6/16/2000,4.80E-04,Grapes,Section Level Rate,Chlorpyrifos
6/17/2000,4.71E-04,Grapes,Section Level Rate,Chlorpyrifos
6/18/2000,4.63E-04,Grapes,Section Level Rate,Chlorpyrifos
6/19/2000,4.54E-04,Grapes,Section Level Rate,Chlorpyrifos
6/20/2000,4.46E-04,Grapes,Section Level Rate,Chlorpyrifos
6/21/2000,4.37E-04,Grapes,Section Level Rate,Chlorpyrifos
6/22/2000,2.33E-03,Grapes,Section Level Rate,Chlorpyrifos
6/23/2000,4.68E-04,Grapes,Section Level Rate,Chlorpyrifos
6/24/2000,4.15E-04,Grapes,Section Level Rate,Chlorpyrifos
6/25/2000,4.06E-04,Grapes,Section Level Rate,Chlorpyrifos
6/26/2000,3.98E-04,Grapes,Section Level Rate,Chlorpyrifos
6/27/2000,3.90E-04,Grapes,Section Level Rate,Chlorpyrifos
6/28/2000,3.83E-04,Grapes,Section Level Rate,Chlorpyrifos
6/29/2000,3.76E-04,Grapes,Section Level Rate,Chlorpyrifos
6/30/2000,3.68E-04,Grapes,Section Level Rate,Chlorpyrifos
7/1/2000,3.62E-04,Grapes,Section Level Rate,Chlorpyrifos
7/2/2000,3.55E-04,Grapes,Section Level Rate,Chlorpyrifos
7/3/2000,3.48E-04,Grapes,Section Level Rate,Chlorpyrifos
7/4/2000,3.41E-04,Grapes,Section Level Rate,Chlorpyrifos
7/5/2000,3.35E-04,Grapes,Section Level Rate,Chlorpyrifos
7/6/2000,3.28E-04,Grapes,Section Level Rate,Chlorpyrifos
7/7/2000,3.22E-04,Grapes,Section Level Rate,Chlorpyrifos
7/8/2000,3.16E-04,Grapes,Section Level Rate,Chlorpyrifos
7/9/2000,3.10E-04,Grapes,Section Level Rate,Chlorpyrifos
7/10/2000,3.04E-04,Grapes,Section Level Rate,Chlorpyrifos
7/11/2000,2.98E-04,Grapes,Section Level Rate,Chlorpyrifos
7/12/2000,2.92E-04,Grapes,Section Level Rate,Chlorpyrifos
7/13/2000,2.87E-04,Grapes,Section Level Rate,Chlorpyrifos
7/14/2000,2.81E-04,Grapes,Section Level Rate,Chlorpyrifos
7/15/2000,2.75E-04,Grapes,Section Level Rate,Chlorpyrifos
7/16/2000,1.81E-01,Grapes,Section Level Rate,Chlorpyrifos
7/17/2000,3.73E-03,Grapes,Section Level Rate,Chlorpyrifos
7/18/2000,3.96E-04,Grapes,Section Level Rate,Chlorpyrifos
7/19/2000,3.07E-04,Grapes,Section Level Rate,Chlorpyrifos
7/20/2000,3.00E-04,Grapes,Section Level Rate,Chlorpyrifos
7/21/2000,2.94E-04,Grapes,Section Level Rate,Chlorpyrifos
7/22/2000,2.88E-04,Grapes,Section Level Rate,Chlorpyrifos
7/23/2000,2.83E-04,Grapes,Section Level Rate,Chlorpyrifos
7/24/2000,2.77E-04,Grapes,Section Level Rate,Chlorpyrifos
7/25/2000,2.72E-04,Grapes,Section Level Rate,Chlorpyrifos
7/26/2000,2.67E-04,Grapes,Section Level Rate,Chlorpyrifos
7/27/2000,2.62E-04,Grapes,Section Level Rate,Chlorpyrifos
7/28/2000,2.57E-04,Grapes,Section Level Rate,Chlorpyrifos
7/29/2000,2.52E-04,Grapes,Section Level Rate,Chlorpyrifos
7/30/2000,2.47E-04,Grapes,Section Level Rate,Chlorpyrifos
7/31/2000,2.42E-04,Grapes,Section Level Rate,Chlorpyrifos
8/1/2000,2.38E-04,Grapes,Section Level Rate,Chlorpyrifos
8/2/2000,2.33E-04,Grapes,Section Level Rate,Chlorpyrifos
8/3/2000,2.29E-04,Grapes,Section Level Rate,Chlorpyrifos
8/4/2000,2.24E-04,Grapes,Section Level Rate,Chlorpyrifos
8/5/2000,2.20E-04,Grapes,Section Level Rate,Chlorpyrifos
8/6/2000,2.16E-04,Grapes,Section Level Rate,Chlorpyrifos
